Sanskrit,English
viśve̍bhiḥ so̱myam madhv agna̱ indre̍ṇa vā̱yunā̍   pibā̍ mi̱trasya̱ dhāma̍bhiḥ  1a agne̱ acchā̍ vade̱ha na̍ḥ pra̱tyaṅ na̍ḥ su̱manā̍ bhava  1c pra no̍ yaccha viśas pate dhana̱dā a̍si na̱s tvam  2a pra no̍ yacchatv arya̱mā pra bhaga̱ḥ pra bṛha̱spati̍ḥ  2c pra de̱vāḥ prota sū̱nṛtā̍ rā̱yo de̱vī da̍dātu naḥ  3a soma̱ṁ rājā̍na̱m ava̍se̱ 'gniṁ gī̱rbhir ha̍vāmahe  3c ā̱di̱tyān viṣṇu̱ṁ sūrya̍m bra̱hmāṇa̍ṁ ca̱ bṛha̱spati̍m  4a i̱ndra̱vā̱yū bṛha̱spati̍ṁ su̱have̱ha ha̍vāmahe  4c yathā̍ na̱ḥ sarva̱ ij jana̱ḥ saṁga̍tyāṁ su̱manā̱ asa̍t  5a a̱rya̱maṇa̱m bṛha̱spati̱m indra̱ṁ dānā̍ya codaya  5c vāta̱ṁ viṣṇu̱ṁ sara̍svatīṁ savi̱tāra̍ṁ ca vā̱jina̍m  6a tvaṁ no̍ agne a̱gnibhi̱r brahma̍ ya̱jñaṁ ca̍ vardhaya  6c tvaṁ no̍ de̱vatā̍taye rā̱yo dānā̍ya codaya,with all the gods with indra with vāyu and mitra's splendours drink  agni the pleasant soma juice
tvaṁ hotā̱ manu̍rhi̱to 'gne̍ ya̱jñeṣu̍ sīdasi   semaṁ no̍ adhva̱raṁ ya̍ja,ordained by manu as our priest thou sittest agni at each rite  hallow thou this our sacrifice
yu̱kṣvā hy aru̍ṣī̱ rathe̍ ha̱rito̍ deva ro̱hita̍ḥ   tābhi̍r de̱vām̐ i̱hā va̍ha,harness the red mares to thy car the bays o god the flaming ones  with those bring hitherward the gods
susa̍middho na̱ ā va̍ha de̱vām̐ a̍gne ha̱viṣma̍te   hota̍ḥ pāvaka̱ yakṣi̍ ca,agni wellkindled bring the gods for him who offers holy gifts  worship them purifier priest
madhu̍mantaṁ tanūnapād ya̱jñaṁ de̱veṣu̍ naḥ kave   a̱dyā kṛ̍ṇuhi vī̱taye̍,son of thyself present o sage our sacrifice to the gods today  sweet to the taste that they may feast
narā̱śaṁsa̍m i̱ha pri̱yam a̱smin ya̱jña upa̍ hvaye   madhu̍jihvaṁ havi̱ṣkṛta̍m,dear narāśaṁsa sweet of tongue the giver of oblations i  invoke to this our sacrifice
agne̍ su̱khata̍me̱ rathe̍ de̱vām̐ ī̍ḻi̱ta ā va̍ha   asi̱ hotā̱ manu̍rhitaḥ,agni on thy most easy car glorified hither bring the gods  manu appointed thee as priest
stṛ̱ṇī̱ta ba̱rhir ā̍nu̱ṣag ghṛ̱tapṛ̍ṣṭham manīṣiṇaḥ   yatrā̱mṛta̍sya̱ cakṣa̍ṇam,strew o ye wise the sacred grass that drips with oil in order due  where the immortal is beheld
vi śra̍yantām ṛtā̱vṛdho̱ dvāro̍ de̱vīr a̍sa̱ścata̍ḥ   a̱dyā nū̱naṁ ca̱ yaṣṭa̍ve,thrown open be the doors divine unfailing that assist the rite  for sacrifice this day and now
nakto̱ṣāsā̍ su̱peśa̍sā̱smin ya̱jña upa̍ hvaye   i̱daṁ no̍ ba̱rhir ā̱sade̍,i call the lovely night and dawn to seat them on the holy grass  at this our solemn sacrifice
tā su̍ji̱hvā upa̍ hvaye̱ hotā̍rā̱ daivyā̍ ka̱vī   ya̱jñaṁ no̍ yakṣatām i̱mam,the two invokers i invite the wise divine and sweet of tongue  to celebrate this our sacrifice
iḻā̱ sara̍svatī ma̱hī ti̱sro de̱vīr ma̍yo̱bhuva̍ḥ   ba̱rhiḥ sī̍dantv a̱sridha̍ḥ,iḷā sarasvatī mahī three goddesses who bring delight  be seated peaceful on the grass
i̱ha tvaṣṭā̍ram agri̱yaṁ vi̱śvarū̍pa̱m upa̍ hvaye   a̱smāka̍m astu̱ keva̍laḥ  1a apa̱ prāca̍ indra̱ viśvā̍m̐ a̱mitrā̱n apāpā̍co abhibhūte nudasva  1c apodī̍co̱ apa̍ śūrādha̱rāca̍ u̱rau yathā̱ tava̱ śarma̱n made̍ma  2a ku̱vid a̱ṅga yava̍manto̱ yava̍ṁ ci̱d yathā̱ dānty a̍nupū̱rvaṁ vi̱yūya̍  2c i̱hehai̍ṣāṁ kṛṇuhi̱ bhoja̍nāni̱ ye ba̱rhiṣo̱ namo̍vṛkti̱ṁ na ja̱gmuḥ  3a na̱hi sthūry ṛ̍tu̱thā yā̱tam asti̱ nota śravo̍ vivide saṁga̱meṣu̍  3c ga̱vyanta̱ indra̍ṁ sa̱khyāya̱ viprā̍ aśvā̱yanto̱ vṛṣa̍ṇaṁ vā̱jaya̍ntaḥ  4a yu̱vaṁ su̱rāma̍m aśvinā̱ namu̍cāv āsu̱re sacā̍  4c vi̱pi̱pā̱nā śu̍bhas patī̱ indra̱ṁ karma̍sv āvatam  5a pu̱tram i̍va pi̱tarā̍v a̱śvino̱bhendrā̱vathu̱ḥ kāvyai̍r da̱ṁsanā̍bhiḥ  5c yat su̱rāma̱ṁ vy api̍ba̱ḥ śacī̍bhi̱ḥ sara̍svatī tvā maghavann abhiṣṇak  6a indra̍ḥ su̱trāmā̱ svavā̱m̐ avo̍bhiḥ sumṛḻī̱ko bha̍vatu vi̱śvave̍dāḥ  6c bādha̍tā̱ṁ dveṣo̱ abha̍yaṁ kṛṇotu su̱vīrya̍sya̱ pata̍yaḥ syāma  7a tasya̍ va̱yaṁ su̍ma̱tau ya̱jñiya̱syāpi̍ bha̱dre sau̍mana̱se syā̍ma  7c sa su̱trāmā̱ svavā̱m̐ indro̍ a̱sme ā̱rāc ci̱d dveṣa̍ḥ sanu̱tar yu̍yotu,tvaṣṭar i call the earliest born the wearer of all forms at will  may he be ours and ours alone
ava̍ sṛjā vanaspate̱ deva̍ de̱vebhyo̍ ha̱viḥ   pra dā̱tur a̍stu̱ ceta̍nam,god sovran of the wood present this our oblation to the gods  and let the giver be renowned
svāhā̍ ya̱jñaṁ kṛ̍ṇota̱nendrā̍ya̱ yajva̍no gṛ̱he   tatra̍ de̱vām̐ upa̍ hvaye,with svāhā pay the sacrifice to indra in the offerer's house  thither i call the deities
indrehi̱ matsy andha̍so̱ viśve̍bhiḥ soma̱parva̍bhiḥ   ma̱hām̐ a̍bhi̱ṣṭir oja̍sā  0a tasmā̱d aśvā̍ ajāyanta̱ ye ke co̍bha̱yāda̍taḥ  0c gāvo̍ ha jajñire̱ tasmā̱t tasmā̍j jā̱tā a̍jā̱vaya̍ḥ  1a yat puru̍ṣa̱ṁ vy ada̍dhuḥ kati̱dhā vy a̍kalpayan  1c mukha̱ṁ kim a̍sya̱ kau bā̱hū kā ū̱rū pādā̍ ucyete  2a brā̱hma̱ṇo̍ 'sya̱ mukha̍m āsīd bā̱hū rā̍ja̱nya̍ḥ kṛ̱taḥ  2c ū̱rū tad a̍sya̱ yad vaiśya̍ḥ pa̱dbhyāṁ śū̱dro a̍jāyata  3a ca̱ndramā̱ mana̍so jā̱taś cakṣo̱ḥ sūryo̍ ajāyata  3c mukhā̱d indra̍ś cā̱gniś ca̍ prā̱ṇād vā̱yur a̍jāyata  4a nābhyā̍ āsīd a̱ntari̍kṣaṁ śī̱rṣṇo dyauḥ sam a̍vartata  4c pa̱dbhyām bhūmi̱r diśa̱ḥ śrotrā̱t tathā̍ lo̱kām̐ a̍kalpayan  5a sa̱ptāsyā̍san pari̱dhaya̱s triḥ sa̱pta sa̱midha̍ḥ kṛ̱tāḥ  5c de̱vā yad ya̱jñaṁ ta̍nvā̱nā aba̍dhna̱n puru̍ṣam pa̱śum  6a ya̱jñena̍ ya̱jñam a̍yajanta de̱vās tāni̱ dharmā̍ṇi pratha̱māny ā̍san  6c te ha̱ nāka̍m mahi̱māna̍ḥ sacanta̱ yatra̱ pūrve̍ sā̱dhyāḥ santi̍ de̱vāḥ,come indra and delight thee with the juice at all the soma feasts  protector mighty in thy strength
em e̍naṁ sṛjatā su̱te ma̱ndim indrā̍ya ma̱ndine̍   cakri̱ṁ viśvā̍ni̱ cakra̍ye,to indra pour ye forth the juice the active gladdening juice to him  the gladdening omnific god
matsvā̍ suśipra ma̱ndibhi̱ḥ stome̍bhir viśvacarṣaṇe   sacai̱ṣu sava̍ne̱ṣv ā,o lord of all men fair of cheek rejoice thee in the gladdening lauds  present at these drinkofferings
asṛ̍gram indra te̱ gira̱ḥ prati̱ tvām ud a̍hāsata   ajo̍ṣā vṛṣa̱bham pati̍m,songs have outpoured themselves to thee indra the strong the guardian lord  and raised themselves unsatisfied
saṁ co̍daya ci̱tram a̱rvāg rādha̍ indra̱ vare̍ṇyam   asa̱d it te̍ vi̱bhu pra̱bhu,send to us bounty manifold o indra worthy of our wish  for power supreme is only thine
a̱smān su tatra̍ coda̱yendra̍ rā̱ye rabha̍svataḥ   tuvi̍dyumna̱ yaśa̍svataḥ,o indra stimulate thereto us emulously fain for wealth  and glorious o most splendid one
saṁ goma̍d indra̱ vāja̍vad a̱sme pṛ̱thu śravo̍ bṛ̱hat   vi̱śvāyu̍r dhe̱hy akṣi̍tam,give indra wide and lofty fame wealthy in cattle and in strength  lasting our lifetime failing not
a̱sme dhe̍hi̱ śravo̍ bṛ̱had dyu̱mnaṁ sa̍hasra̱sāta̍mam   indra̱ tā ra̱thinī̱r iṣa̍ḥ,grant us high fame o indra grant riches bestowing thousands those  fair fruits of earth borne home in wains
vaso̱r indra̱ṁ vasu̍patiṁ gī̱rbhir gṛ̱ṇanta̍ ṛ̱gmiya̍m   homa̱ gantā̍ram ū̱taye̍,praising with songs the praiseworthy who cometh to our aid we call  indra the treasurelord of wealth
su̱tesu̍te̱ nyo̍kase bṛ̱had bṛ̍ha̱ta ed a̱riḥ   indrā̍ya śū̱ṣam a̍rcati  1a saṁ jā̍gṛ̱vadbhi̱r jara̍māṇa idhyate̱ dame̱ damū̍nā i̱ṣaya̍nn i̱ḻas pa̱de  1c viśva̍sya̱ hotā̍ ha̱viṣo̱ vare̍ṇyo vi̱bhur vi̱bhāvā̍ su̱ṣakhā̍ sakhīya̱te  2a sa da̍rśata̱śrīr ati̍thir gṛ̱hegṛ̍he̱ vane̍vane śiśriye takva̱vīr i̍va  2c jana̍ṁjana̱ṁ janyo̱ nāti̍ manyate̱ viśa̱ ā kṣe̍ti vi̱śyo̱3̱̍ viśa̍ṁviśam  3a su̱dakṣo̱ dakṣai̱ḥ kratu̍nāsi su̱kratu̱r agne̍ ka̱viḥ kāvye̍nāsi viśva̱vit  3c vasu̱r vasū̍nāṁ kṣayasi̱ tvam eka̱ id dyāvā̍ ca̱ yāni̍ pṛthi̱vī ca̱ puṣya̍taḥ  4a pra̱jā̱nann a̍gne̱ tava̱ yoni̍m ṛ̱tviya̱m iḻā̍yās pa̱de ghṛ̱tava̍nta̱m āsa̍daḥ  4c ā te̍ cikitra u̱ṣasā̍m i̱veta̍yo 're̱pasa̱ḥ sūrya̍syeva ra̱śmaya̍ḥ  5a tava̱ śriyo̍ va̱rṣya̍syeva vi̱dyuta̍ś ci̱trāś ci̍kitra u̱ṣasā̱ṁ na ke̱tava̍ḥ  5c yad oṣa̍dhīr a̱bhisṛ̍ṣṭo̱ vanā̍ni ca̱ pari̍ sva̱yaṁ ci̍nu̱ṣe anna̍m ā̱sye̍  6a tam oṣa̍dhīr dadhire̱ garbha̍m ṛ̱tviya̱ṁ tam āpo̍ a̱gniṁ ja̍nayanta mā̱tara̍ḥ  6c tam it sa̍mā̱naṁ va̱nina̍ś ca vī̱rudho̱ 'ntarva̍tīś ca̱ suva̍te ca vi̱śvahā̍  7a vāto̍padhūta iṣi̱to vaśā̱m̐ anu̍ tṛ̱ṣu yad annā̱ vevi̍ṣad vi̱tiṣṭha̍se  7c ā te̍ yatante ra̱thyo̱3̱̍ yathā̱ pṛtha̱k chardhā̍ṁsy agne a̱jarā̍ṇi̱ dhakṣa̍taḥ  8a me̱dhā̱kā̱raṁ vi̱datha̍sya pra̱sādha̍nam a̱gniṁ hotā̍ram pari̱bhūta̍mam ma̱tim  8c tam id arbhe̍ ha̱viṣy ā sa̍mā̱nam it tam in ma̱he vṛ̍ṇate̱ nānyaṁ tvat  9a tvām id atra̍ vṛṇate tvā̱yavo̱ hotā̍ram agne vi̱dathe̍ṣu ve̱dhasa̍ḥ  9c yad de̍va̱yanto̱ dadha̍ti̱ prayā̍ṁsi te ha̱viṣma̍nto̱ mana̍vo vṛ̱ktaba̍rhiṣaḥ,to lofty indra dweller by each libation the pious man  sings forth aloud a strengthening hymn
endra̍ sāna̱siṁ ra̱yiṁ sa̱jitvā̍naṁ sadā̱saha̍m   varṣi̍ṣṭham ū̱taye̍ bhara,indra bring wealth that gives delight the victor's everconquering wealth  most excellent to be our aid;
ni yena̍ muṣṭiha̱tyayā̱ ni vṛ̱trā ru̱ṇadhā̍mahai   tvotā̍so̱ ny arva̍tā,by means of which we may repel our foes in battle hand to hand  by thee assisted with the car
indra̱ tvotā̍sa̱ ā va̱yaṁ vajra̍ṁ gha̱nā da̍dīmahi   jaye̍ma̱ saṁ yu̱dhi spṛdha̍ḥ,aided by thee the thunderarmed indra may we lift up the bolt  and conquer all our foes in fight
va̱yaṁ śūre̍bhi̱r astṛ̍bhi̱r indra̱ tvayā̍ yu̱jā va̱yam   sā̱sa̱hyāma̍ pṛtanya̱taḥ,with thee o india for ally with missiledarting heroes may  we conquer our embattled foes
ma̱hām̐ indra̍ḥ pa̱raś ca̱ nu ma̍hi̱tvam a̍stu va̱jriṇe̍   dyaur na pra̍thi̱nā śava̍ḥ,mighty is indra yea supreme; greatness be his the thunderer  wide as the heaven extends his power
sa̱mo̱he vā̱ ya āśa̍ta̱ nara̍s to̱kasya̱ sani̍tau   viprā̍so vā dhiyā̱yava̍ḥ,which aideth those to win them sons who come as heroes to the fight  or singers loving holy thoughts
yaḥ ku̱kṣiḥ so̍ma̱pāta̍maḥ samu̱dra i̍va̱ pinva̍te   u̱rvīr āpo̱ na kā̱kuda̍ḥ,his belly drinking deepest draughts of soma like an ocean swells  like wide streams from the cope of heaven
e̱vā hy a̍sya sū̱nṛtā̍ vira̱pśī goma̍tī ma̱hī   pa̱kvā śākhā̱ na dā̱śuṣe̍,so also is his excellence great vigorous rich in cattle like  a ripe branch to the worshipper
e̱vā hi te̱ vibhū̍taya ū̱taya̍ indra̱ māva̍te   sa̱dyaś ci̱t santi̍ dā̱śuṣe̍,for verily thy mighty powers indra are saving helps at once  unto a worshipper like me
e̱vā hy a̍sya̱ kāmyā̱ stoma̍ u̱kthaṁ ca̱ śaṁsyā̍   indrā̍ya̱ soma̍pītaye  1a ya i̱mā viśvā̱ bhuva̍nāni̱ juhva̱d ṛṣi̱r hotā̱ ny asī̍dat pi̱tā na̍ḥ  1c sa ā̱śiṣā̱ dravi̍ṇam i̱cchamā̍naḥ prathama̱cchad ava̍rā̱m̐ ā vi̍veśa  2a kiṁ svi̍d āsīd adhi̱ṣṭhāna̍m ā̱rambha̍ṇaṁ kata̱mat svi̍t ka̱thāsī̍t  2c yato̱ bhūmi̍ṁ ja̱naya̍n vi̱śvaka̍rmā̱ vi dyām aurṇo̍n mahi̱nā vi̱śvaca̍kṣāḥ  3a vi̱śvata̍ścakṣur u̱ta vi̱śvato̍mukho vi̱śvato̍bāhur u̱ta vi̱śvata̍spāt  3c sam bā̱hubhyā̱ṁ dhama̍ti̱ sam pata̍trai̱r dyāvā̱bhūmī̍ ja̱naya̍n de̱va eka̍ḥ  4a kiṁ svi̱d vana̱ṁ ka u̱ sa vṛ̱kṣa ā̍sa̱ yato̱ dyāvā̍pṛthi̱vī ni̍ṣṭata̱kṣuḥ  4c manī̍ṣiṇo̱ mana̍sā pṛ̱cchated u̱ tad yad a̱dhyati̍ṣṭha̱d bhuva̍nāni dhā̱raya̍n  5a yā te̱ dhāmā̍ni para̱māṇi̱ yāva̱mā yā ma̍dhya̱mā vi̍śvakarmann u̱temā  5c śikṣā̱ sakhi̍bhyo ha̱viṣi̍ svadhāvaḥ sva̱yaṁ ya̍jasva ta̱nva̍ṁ vṛdhā̱naḥ  6a viśva̍karman ha̱viṣā̍ vāvṛdhā̱naḥ sva̱yaṁ ya̍jasva pṛthi̱vīm u̱ta dyām  6c muhya̍ntv a̱nye a̱bhito̱ janā̍sa i̱hāsmāka̍m ma̱ghavā̍ sū̱rir a̍stu  7a vā̱cas pati̍ṁ vi̱śvaka̍rmāṇam ū̱taye̍ mano̱juva̱ṁ vāje̍ a̱dyā hu̍vema  7c sa no̱ viśvā̍ni̱ hava̍nāni joṣad vi̱śvaśa̍mbhū̱r ava̍se sā̱dhuka̍rmā,so are his lovely gifts; let lauds and praises be to indra sung  that he may drink the soma juice
indra̱m id gā̱thino̍ bṛ̱had indra̍m a̱rkebhi̍r a̱rkiṇa̍ḥ   indra̱ṁ vāṇī̍r anūṣata  0a vana̍spate raśa̱nayā̍ ni̱yūyā̍ de̱vānā̱m pātha̱ upa̍ vakṣi vi̱dvān  0c svadā̍ti de̱vaḥ kṛ̱ṇava̍d dha̱vīṁṣy ava̍tā̱ṁ dyāvā̍pṛthi̱vī hava̍m me  1a āgne̍ vaha̱ varu̍ṇam i̱ṣṭaye̍ na̱ indra̍ṁ di̱vo ma̱ruto̍ a̱ntari̍kṣāt  1c sīda̍ntu ba̱rhir viśva̱ ā yaja̍trā̱ḥ svāhā̍ de̱vā a̱mṛtā̍ mādayantām,indra the singers with high praise indra reciters with their lauds  indra the choirs have glorified
indra̱ id dharyo̱ḥ sacā̱ sammi̍śla̱ ā va̍co̱yujā̍   indro̍ va̱jrī hi̍ra̱ṇyaya̍ḥ,indra hath ever close to him his two bay steeds and wordyoked car  indra the golden thunderarmed
indro̍ dī̱rghāya̱ cakṣa̍sa̱ ā sūrya̍ṁ rohayad di̱vi   vi gobhi̱r adri̍m airayat,indra hath raised the sun on high in heaven that he may see afar  he burst the mountain for the kine
indra̱ vāje̍ṣu no 'va sa̱hasra̍pradhaneṣu ca   u̱gra u̱grābhi̍r ū̱tibhi̍ḥ,help us o indra in the frays yea frays where thousand spoils are gained  with awful aids o awful one
indra̍ṁ va̱yam ma̍hādha̱na indra̱m arbhe̍ havāmahe   yuja̍ṁ vṛ̱treṣu̍ va̱jriṇa̍m,in mighty battle we invoke indra indra in lesser fight  the friend who bends his bolt at fiends
sa no̍ vṛṣann a̱muṁ ca̱ruṁ satrā̍dāva̱nn apā̍ vṛdhi   a̱smabhya̱m apra̍tiṣkutaḥ,unclose our manly hero thou for ever bounteous yonder cloud  for us thou irresistible
tu̱ñjetu̍ñje̱ ya utta̍re̱ stomā̱ indra̍sya va̱jriṇa̍ḥ   na vi̍ndhe asya suṣṭu̱tim,still higher at each strain of mine thunderarmed indra's praises rise  i find no laud worthy of him
vṛṣā̍ yū̱theva̱ vaṁsa̍gaḥ kṛ̱ṣṭīr i̍ya̱rty oja̍sā   īśā̍no̱ apra̍tiṣkutaḥ,even as the bull drives on the herds he drives the people with his might  the ruler irresistible
ya eka̍ś carṣaṇī̱nāṁ vasū̍nām ira̱jyati̍   indra̱ḥ pañca̍ kṣitī̱nām,indra who rules with single sway men riches and the fivefold race  of those who dwell upon the earth
indra̍ṁ vo vi̱śvata̱s pari̱ havā̍mahe̱ jane̍bhyaḥ   a̱smāka̍m astu̱ keva̍laḥ  1a bṛha̍spate pratha̱maṁ vā̱co agra̱ṁ yat praira̍ta nāma̱dheya̱ṁ dadhā̍nāḥ  1c yad e̍ṣā̱ṁ śreṣṭha̱ṁ yad a̍ri̱pram āsī̍t pre̱ṇā tad e̍ṣā̱ṁ nihi̍ta̱ṁ guhā̱viḥ  2a saktu̍m iva̱ tita̍ünā pu̱nanto̱ yatra̱ dhīrā̱ mana̍sā̱ vāca̱m akra̍ta  2c atrā̱ sakhā̍yaḥ sa̱khyāni̍ jānate bha̱draiṣā̍ṁ la̱kṣmīr nihi̱tādhi̍ vā̱ci  3a ya̱jñena̍ vā̱caḥ pa̍da̱vīya̍m āya̱n tām anv a̍vinda̱nn ṛṣi̍ṣu̱ pravi̍ṣṭām  3c tām ā̱bhṛtyā̱ vy a̍dadhuḥ puru̱trā tāṁ sa̱pta re̱bhā a̱bhi saṁ na̍vante  4a u̱ta tva̱ḥ paśya̱n na da̍darśa̱ vāca̍m u̱ta tva̍ḥ śṛ̱ṇvan na śṛ̍ṇoty enām  4c u̱to tva̍smai ta̱nva1̱̍ṁ vi sa̍sre jā̱yeva̱ patya̍ uśa̱tī su̱vāsā̍ḥ  5a u̱ta tva̍ṁ sa̱khye sthi̱rapī̍tam āhu̱r naina̍ṁ hinva̱nty api̱ vāji̍neṣu  5c adhe̍nvā carati mā̱yayai̱ṣa vāca̍ṁ śuśru̱vām̐ a̍pha̱lām a̍pu̱ṣpām  6a yas ti̱tyāja̍ saci̱vida̱ṁ sakhā̍ya̱ṁ na tasya̍ vā̱cy api̍ bhā̱go a̍sti  6c yad ī̍ṁ śṛ̱ṇoty ala̍kaṁ śṛṇoti na̱hi pra̱veda̍ sukṛ̱tasya̱ panthā̍m  7a a̱kṣa̱ṇvanta̱ḥ karṇa̍vanta̱ḥ sakhā̍yo manoja̱veṣv asa̍mā babhūvuḥ  7c ā̱da̱ghnāsa̍ upaka̱kṣāsa̍ u tve hra̱dā i̍va̱ snātvā̍ u tve dadṛśre  8a hṛ̱dā ta̱ṣṭeṣu̱ mana̍so ja̱veṣu̱ yad brā̍hma̱ṇāḥ sa̱ṁyaja̍nte̱ sakhā̍yaḥ  8c atrāha̍ tva̱ṁ vi ja̍hur ve̱dyābhi̱r oha̍brahmāṇo̱ vi ca̍ranty u tve  9a i̱me ye nārvāṅ na pa̱raś cara̍nti̱ na brā̍hma̱ṇāso̱ na su̱teka̍rāsaḥ  9c ta e̱te vāca̍m abhi̱padya̍ pā̱payā̍ si̱rīs tantra̍ṁ tanvate̱ apra̍jajñayaḥ,for your sake from each side we call indra away from other men  ours and none others may he be
yu̱ñjanti̍ bra̱dhnam a̍ru̱ṣaṁ cara̍nta̱m pari̍ ta̱sthuṣa̍ḥ   roca̍nte roca̱nā di̱vi  0a ya̱mād a̱haṁ vai̍vasva̱tāt su̱bandho̱r mana̱ ābha̍ram  0c jī̱vāta̍ve̱ na mṛ̱tyave 'tho̍ ari̱ṣṭatā̍taye  1a nya1̱̍g vāto 'va̍ vāti̱ nya̍k tapati̱ sūrya̍ḥ  1c nī̱cīna̍m a̱ghnyā du̍he̱ nya̍g bhavatu te̱ rapa̍ḥ  2a a̱yam me̱ hasto̱ bhaga̍vān a̱yam me̱ bhaga̍vattaraḥ  2c a̱yam me̍ vi̱śvabhe̍ṣajo̱ 'yaṁ śi̱vābhi̍marśanaḥ,they who stand round him as he moves harness the bright the ruddy steed  the lights are shining in the sky
yu̱ñjanty a̍sya̱ kāmyā̱ harī̱ vipa̍kṣasā̱ rathe̍   śoṇā̍ dhṛ̱ṣṇū nṛ̱vāha̍sā,on both sides to the car they yoke the two bay coursers dear to him  bold tawny bearers of the chief
ke̱tuṁ kṛ̱ṇvann a̍ke̱tave̱ peśo̍ maryā ape̱śase̍   sam u̱ṣadbhi̍r ajāyathāḥ,thou making light where no light was and form o men where form was not  wast born together with the dawns
ād aha̍ sva̱dhām anu̱ puna̍r garbha̱tvam e̍ri̱re   dadhā̍nā̱ nāma̍ ya̱jñiya̍m,thereafter they as is their wont threw off the state of babes unborn  assuming sacrificial names
vī̱ḻu ci̍d āruja̱tnubhi̱r guhā̍ cid indra̱ vahni̍bhiḥ   avi̍nda u̱sriyā̱ anu̍,thou indra with the tempestgods the breakers down of what is firm  foundest the kine even in the cave
de̱va̱yanto̱ yathā̍ ma̱tim acchā̍ vi̱dadva̍su̱ṁ gira̍ḥ   ma̱hām a̍nūṣata śru̱tam,worshipping even as they list singers laud him who findeth wealth  the farrenowned the mighty one
indre̍ṇa̱ saṁ hi dṛkṣa̍se saṁjagmā̱no abi̍bhyuṣā   ma̱ndū sa̍mā̱nava̍rcasā,mayest thou verily be seen coming by fearless indra's side  both joyous equal in your sheen
a̱na̱va̱dyair a̱bhidyu̍bhir ma̱khaḥ saha̍svad arcati   ga̱ṇair indra̍sya̱ kāmyai̍ḥ,with indra's well beloved hosts the blameless hastening to heaven  the sacrificer cries aloud
ata̍ḥ parijma̱nn ā ga̍hi di̱vo vā̍ roca̱nād adhi̍   sam a̍sminn ṛñjate̱ gira̍ḥ,come from this place o wanderer or downward from the light of heaven  our songs of praise all yearn for this
i̱to vā̍ sā̱tim īma̍he di̱vo vā̱ pārthi̍vā̱d adhi̍   indra̍m ma̱ho vā̱ raja̍saḥ  1a i̱dam i̱tthā raudra̍ṁ gū̱rtava̍cā̱ brahma̱ kratvā̱ śacyā̍m a̱ntar ā̱jau  1c krā̱ṇā yad a̍sya pi̱tarā̍ maṁhane̱ṣṭhāḥ parṣa̍t pa̱kthe aha̱nn ā sa̱pta hotṝ̍n  2a sa id dā̱nāya̱ dabhyā̍ya va̱nvañ cyavā̍na̱ḥ sūdai̍r amimīta̱ vedi̍m  2c tūrva̍yāṇo gū̱rtava̍castama̱ḥ kṣodo̱ na reta̍ i̱taū̍ti siñcat  3a mano̱ na yeṣu̱ hava̍neṣu ti̱gmaṁ vipa̱ḥ śacyā̍ vanu̱tho drava̍ntā  3c ā yaḥ śaryā̍bhis tuvinṛ̱mṇo a̱syāśrī̍ṇītā̱diśa̱ṁ gabha̍stau  4a kṛ̱ṣṇā yad goṣv a̍ru̱ṇīṣu̱ sīda̍d di̱vo napā̍tāśvinā huve vām  4c vī̱tam me̍ ya̱jñam ā ga̍tam me̱ anna̍ṁ vava̱nvāṁsā̱ neṣa̱m asmṛ̍tadhrū  5a prathi̍ṣṭa̱ yasya̍ vī̱raka̍rmam i̱ṣṇad anu̍ṣṭhita̱ṁ nu naryo̱ apau̍hat  5c puna̱s tad ā vṛ̍hati̱ yat ka̱nāyā̍ duhi̱tur ā anu̍bhṛtam ana̱rvā  6a ma̱dhyā yat kartva̱m abha̍vad a̱bhīke̱ kāma̍ṁ kṛṇvā̱ne pi̱tari̍ yuva̱tyām  6c ma̱nā̱nag reto̍ jahatur vi̱yantā̱ sānau̱ niṣi̍ktaṁ sukṛ̱tasya̱ yonau̍  7a pi̱tā yat svāṁ du̍hi̱tara̍m adhi̱ṣkan kṣma̱yā reta̍ḥ saṁjagmā̱no ni ṣi̍ñcat  7c svā̱dhyo̍ 'janaya̱n brahma̍ de̱vā vāsto̱ṣ pati̍ṁ vrata̱pāṁ nir a̍takṣan  8a sa ī̱ṁ vṛṣā̱ na phena̍m asyad ā̱jau smad ā parai̱d apa̍ da̱bhrace̍tāḥ  8c sara̍t pa̱dā na dakṣi̍ṇā parā̱vṛṅ na tā nu me̍ pṛśa̱nyo̍ jagṛbhre  9a ma̱kṣū na vahni̍ḥ pra̱jāyā̍ upa̱bdir a̱gniṁ na na̱gna upa̍ sīda̱d ūdha̍ḥ  9c sani̍te̱dhmaṁ sani̍to̱ta vāja̱ṁ sa dha̱rtā ja̍jñe̱ saha̍sā yavī̱yut,indra we seek to give us help from here from heaven above the earth  or from the spacious firmament
ā tv etā̱ ni ṣī̍da̱tendra̍m a̱bhi pra gā̍yata   sakhā̍ya̱ḥ stoma̍vāhasaḥ,o come ye hither sit ye down to indra sing ye forth your song  companions bringing hymns of praise
pu̱rū̱tama̍m purū̱ṇām īśā̍na̱ṁ vāryā̍ṇām   indra̱ṁ some̱ sacā̍ su̱te,to him the richest of the rich the lord of treasures excellent  indra with soma juice outpoured
